Date,Close,Open,High,Low,Vol,Change_%,SMA_20,EMA_20,BB_upper_20,BB_lower_20,OBV,MACD_12_26,MACDsign_12_26,MACDdiff_12_26,RSI_14
"Dec 11, 2020",124.27,124.08,125.51,123.61,4481416,-0.55,122.27000000000001,122.711032838046,129.53817431647985,115.00182568352018,-2421175.0,2.0852385106229008,1.8900886521622442,0.19514985846065658,46.10427894983504
"Dec 10, 2020",124.96,126.31,126.66,124.94,4803172,-1.44,121.78150000000001,122.54693103152452,129.76207450774595,113.80092549225405,4092342.0,2.2333634355590846,1.84130118754708,0.3920622480120046,44.11627152413192
"Dec 09, 2020",126.79,125.91,127.68,125.71,6513517,0.86,121.39349999999999,122.29292377168501,129.4772960728465,113.30970392715346,-1302682.0,2.3196848715967775,1.7432856255440787,0.5763992460526988,42.272622570826876
"Dec 08, 2020",125.71,125.11,126.33,124.67,5395024,0.81,120.94949999999999,121.81954732659922,128.75599790070328,113.14300209929671,-9621182.0,2.2097942700071087,1.5991858140309039,0.6106084559762048,37.16764919281767
"Dec 07, 2020",124.7,126.61,126.95,124.57,8318500,-1.97,120.4405,121.41002599255704,128.26756095273925,112.61343904726075,-4098422.0,2.1473550764143567,1.4465337000368526,0.7008213763775042,39.06059641943885
"Dec 04, 2020",127.2,123.97,127.38,123.64,5522760,2.9,119.9075,121.063712939142,127.96178914828684,111.85321085171316,-8646583.0,2.13926206820814,1.2713283559424764,0.8679337122656636,40.868063549137204
"Dec 03, 2020",123.61,124.16,124.86,123.32,4548161,-0.81,119.28599999999999,120.41778798536747,126.87585583387116,111.69614416612882,-4955846.0,1.8432704531055322,1.0543449278760604,0.7889255252294718,33.83048163670442
"Dec 02, 2020",124.62,122.92,124.62,122.49,3690737,1.19,118.7005,120.08176566803772,126.68242556902624,110.71857443097377,-10055399.0,1.804193585056666,0.8571135465686925,0.9470800384879734,40.21204835239812
"Dec 01, 2020",123.16,123.9,125.83,123.08,5099553,-0.29,118.17749999999998,119.60405679098906,125.89259763897698,110.46240236102298,-4067408.0,1.6252381122371133,0.6203435369466992,1.0048945752904141,37.113045784238636
"Nov 30, 2020",123.52,123.87,124.97,123.09,5987991,-0.67,117.665,119.22974697951422,125.3482161577244,109.98178384227562,-1976222.0,1.5218405725694453,0.3691198931240956,1.1527206794453497,39.88828500427351
"Nov 27, 2020",124.35,124.2,125.31,123.91,2091186,0.12,117.072,118.77814139841044,124.68289413102599,109.46110586897402,-6112116.0,1.3310773045198943,0.08093972326275814,1.250137581257136,38.84116123159832
"Nov 25, 2020",124.2,122.93,124.33,122.11,4135894,-0.18,116.3,118.19162996666417,123.93477363260067,108.66522636739933,1646890.0,0.9837237906890692,-0.23159467205152587,1.215318462740595,36.47199787671825
"Nov 24, 2020",124.42,121.0,124.71,121.0,7759006,3.61,115.42249999999999,117.55916996315514,123.26554955459234,107.57945044540763,-4008229.0,0.5413384142622704,-0.5354242877366746,1.076762701998945,36.71064503898339
"Nov 23, 2020",120.09,117.41,120.5,117.37,5655119,2.69,114.7295,116.83697732769778,121.61614145475266,107.84285854524734,-9032822.0,-0.0535802067663127,-0.8046149632364108,0.7510347564700981,36.141580366465924
"Nov 20, 2020",116.94,117.6,118.04,116.69,5024593,-0.2,114.33600000000001,116.49455388850807,120.82061304287247,107.85138695712756,-5593174.0,-0.37126062550800043,-0.9923736523539353,0.6211130268459348,43.248522189692174
"Nov 19, 2020",117.18,116.77,117.43,116.0,3439648,0.35,114.28900000000002,116.44766482414049,120.70743365053485,107.87056634946518,-10200002.0,-0.45060893269454994,-1.147651909065419,0.697042976370869,49.87348266154177
"Nov 18, 2020",116.77,117.72,118.87,116.77,4606828,-0.79,114.218,116.37057691089213,120.53235324020659,107.90364675979342,-6065547.0,-0.5697682784825702,-1.3219126531581362,0.752144374675566,49.324285985098314
"Nov 17, 2020",117.7,117.49,118.52,117.08,4134455,-0.56,114.13250000000001,116.32853237519657,120.34687340703852,107.9181265929615,-772162.0,-0.6718259412376995,-1.5099487468270278,0.8381228055893284,50.196701703515075
"Nov 16, 2020",118.36,118.37,118.54,117.12,5293385,1.29,114.11599999999999,116.18416736205937,120.29212516917082,107.93987483082915,-5455674.0,-0.8870075261908141,-1.7194794482243598,0.8324719220335457,48.26951572564276
"Nov 13, 2020",116.85,115.19,117.37,115.01,4683512,2.05,114.474,115.95513234753929,122.2965434011682,106.65145659883181,-11956473.0,-1.2159555487863685,-1.9275974287327462,0.7116418799463777,46.91586516066079
"Nov 12, 2020",114.5,115.81,116.34,113.48,6500799,-2.3,114.928,115.86093575254343,124.24278869438564,105.61321130561436,-7666872.0,-1.4643807623714338,-2.1055078987193405,0.6411271363479067,49.67751233726401
"Nov 11, 2020",117.2,118.12,118.35,116.22,4289601,-0.6,115.44749999999999,116.00419214754801,125.76657559099327,105.12842440900671,-2044116.0,-1.520888860258225,-2.265789682806317,0.7449008225480922,54.296264360056824
"Nov 10, 2020",117.91,116.69,118.15,116.27,5622756,2.06,115.8845,115.87831763676358,127.20748728483933,104.56151271516067,-11036268.0,-1.84580081268453,-2.45201488844334,0.6062140757588099,49.26362951117103
"Nov 09, 2020",115.53,117.88,119.72,115.27,8992152,1.31,116.244,115.66445633537028,128.27234967023637,104.21565032976363,-16285439.0,-2.3059495110514376,-2.603568407383042,0.29761889633160443,47.861752041843545
"Nov 06, 2020",114.04,115.08,115.1,113.39,5249171,-0.64,116.828,115.6786096338303,129.80699452759612,103.8490054724039,-11383233.0,-2.617398220442624,-2.677973131465943,0.060574911023319356,52.365451907346994
"Nov 05, 2020",114.77,113.29,115.28,113.01,4902206,2.56,117.5155,115.85109485844401,131.3041092959294,103.72689070407061,-17183304.0,-2.8251396899500065,-2.6931168592217727,-0.13202283072823384,55.39572468464298
"Nov 04, 2020",111.9,112.79,113.91,111.2,5800071,-1.98,118.35150000000002,115.9648943172276,133.40836243265147,103.29463756734857,-12979017.0,-3.123527679176547,-2.6601111515397142,-0.46341652763683294,54.189712218727365
"Nov 03, 2020",114.16,113.95,115.62,113.7,4204287,1.11,118.96,116.39277792956734,133.9022903902067,104.01770960979329,-18290514.0,-3.166727946455836,-2.5442570196305057,-0.6224709268253306,60.124438537469565
"Nov 02, 2020",112.91,112.88,113.8,112.3,5311497,1.12,119.35050000000001,116.62780718531127,134.17233662886056,104.52866337113947,-26214396.0,-3.405914790198409,-2.388639287924173,-1.0172755022742361,56.653214823722514
"Oct 30, 2020",111.66,107.9,111.8,107.75,7923882,2.53,119.80549999999998,117.01915531008088,134.35099953910503,105.26000046089493,-32974637.0,-3.5343908738087606,-2.1343204123556134,-1.4000704614531472,59.3046526638703
"Oct 29, 2020",108.91,107.25,109.64,106.55,6760241,2.12,120.251,117.58327692166834,134.28277431853562,106.21922568146438,-42401958.0,-3.519691025997858,-1.7843027969923262,-1.7353882290055318,61.99902147458427
"Oct 28, 2020",106.65,108.7,109.68,105.92,9427321,-3.54,120.86000000000001,118.4962534397387,133.83689282410936,107.88310717589066,-36465852.0,-3.1697331689592545,-1.3504557397409434,-1.8192774292183111,68.34201153340167
"Oct 27, 2020",110.56,112.14,112.22,110.03,5936106,-1.48,121.61099999999999,119.74322748602698,132.73092786799774,110.49107213200224,-29262486.0,-2.446845385336019,-0.8956363824363653,-1.5512090028996535,74.12951719889904
"Oct 26, 2020",112.22,114.45,114.75,111.84,7203366,-3.26,122.13,120.70988301087192,131.97393160651185,112.28606839348812,-25369124.0,-1.8866963177247698,-0.5078341317114519,-1.378862186013318,70.05570071169768
"Oct 23, 2020",116.0,116.5,116.62,115.53,3893362,0.21,122.60549999999998,121.60355490675317,131.28359213813113,113.92740786186883,-33227282.0,-1.313317743170387,-0.16311858520812242,-1.1501991579622646,68.0737566409019
"Oct 22, 2020",115.76,115.03,116.04,113.0,7858158,0.61,122.753,122.19340279167456,131.05029213913215,114.45570786086786,-42982590.0,-0.9472481044748662,0.12443120428244375,-1.07167930875731,62.87857261850063
"Oct 21, 2020",115.06,116.84,117.68,114.83,9755308,-1.97,122.86949999999999,122.87060308553504,130.811183435486,114.927816564514,-21481518.0,-0.441795611383867,0.3923510314717712,-0.8341466428556382,63.48765659074171
"Oct 20, 2020",117.37,119.5,119.71,116.86,21501072,-6.49,123.05800000000002,123.69277183138082,130.3734878241483,115.74251217585173,-14002783.0,0.2810444159633221,0.6008876921856807,-0.31984327622235864,65.19811149349317
"Oct 19, 2020",125.52,126.79,127.3,125.09,7478735,-0.33,123.215,124.35832676099986,130.14090408310855,116.28909591689145,-9288463.0,0.9643632229997223,0.6808485112412704,0.2835147117584519,62.06644793031847
"Oct 16, 2020",125.93,125.17,126.43,124.65,4714320,0.83,122.95150000000001,124.23604536742089,129.90908964614968,115.99391035385032,-12677764.0,0.9926812171007242,0.6099698333016574,0.3827113837990668,46.20850513172507
"Oct 15, 2020",124.89,124.23,125.2,124.0,3389301,-0.83,122.793,124.05773435346518,129.60786023334293,115.97813976665708,-8947625.0,0.9726408209590858,0.5142919873518906,0.45834883360719514,45.13712531700329
"Oct 14, 2020",125.94,125.17,126.94,125.17,3730139,0.67,122.7945,123.97012744330362,129.61131658995248,115.97768341004752,-14353713.0,1.0388053943061806,0.3997047789500918,0.6391006153560888,47.35887980878272
"Oct 13, 2020",125.1,126.63,127.13,124.49,5406088,-1.66,122.7085,123.76277243733558,129.4004850724972,116.01651492750281,-9718598.0,1.0012364621883592,0.23992962511106963,0.7613068370772895,44.8121865759701
"Oct 12, 2020",127.21,128.05,128.25,126.45,4635115,-0.45,122.5755,123.62201164126564,129.17241626523523,115.97858373476477,-1364894.0,1.0242486766534284,0.04960291584174725,0.9746457608116812,46.482692787015544
"Oct 09, 2020",127.79,132.0,132.0,127.6,8353704,-2.81,122.31949999999999,123.2443286561357,128.5461506160805,116.09284938391949,23924032.0,0.8238861041829892,-0.19405852436117305,1.0179446285441622,41.386214018517514
"Oct 08, 2020",131.49,130.76,135.26,129.79,25288926,5.98,122.003,122.76583693572893,127.67791284421821,116.32808715578179,21108369.0,0.4971122592598647,-0.4485446814972136,0.9456569407570783,39.9259763680818
"Oct 07, 2020",124.07,122.74,124.39,122.35,2815663,1.72,121.45649999999998,121.84750398159512,124.98317593604712,117.92982406395284,17236104.0,-0.3039279902130687,-0.6849589166864831,0.3810309264734144,29.525736360631512
"Oct 06, 2020",121.97,122.54,124.83,121.59,3872265,-0.03,121.36600000000001,121.61355703228935,124.6978014725717,118.03419852742833,20287053.0,-0.5664349560463222,-0.7802166483048367,0.2137816922585145,43.572993663095055
"Oct 05, 2020",122.01,121.84,122.75,121.05,3050949,1.19,121.328,121.57603671989875,124.64811160243612,118.00788839756389,17361825.0,-0.6794320658037378,-0.8336620713694652,0.1542300055657274,49.79953365452559
"Oct 02, 2020",120.57,119.04,121.75,118.82,2925228,-0.43,121.34250000000002,121.53035637462493,124.67765169701539,118.00734830298464,20573486.0,-0.8178475467551465,-0.872219572760897,0.05437202600575053,49.67233216354341
"Oct 01, 2020",121.09,122.21,123.25,120.36,3211661,-0.48,121.5365,121.6314465193223,125.12427030890677,117.94872969109323,23834721.0,-0.8360018872166819,-0.8858125792623346,0.049810692045652694,54.269126794438705
"Sep 30, 2020",121.67,121.46,122.91,120.86,3261235,0.6,121.89099999999999,121.68844088977728,126.53780490116304,117.24419509883694,21704157.0,-0.89995885431901,-0.8982652522737476,-0.0016936020452623657,52.80460324346181
"Sep 29, 2020",120.94,121.3,122.18,120.21,2130564,-0.65,121.9775,121.69038203606964,126.67115473131986,117.28384526868015,25213733.0,-1.0275554362667805,-0.8978418517624319,-0.12971358450434856,51.18549562375763
"Sep 28, 2020",121.73,120.54,122.31,120.47,3509576,2.34,122.096,121.7693696188138,126.79902657310882,117.39297342689119,22260047.0,-1.101141539970783,-0.8654134556363448,-0.23572808433443815,53.32348110688262
"Sep 25, 2020",118.95,117.6,119.41,116.94,2953686,0.73,122.263,121.77351378921524,127.14509661604727,117.38090338395274,18713887.0,-1.2594839262988557,-0.8064814345527351,-0.4530024917461206,51.27845705434898
"Sep 24, 2020",118.09,118.2,119.51,116.5,3546160,-0.62,122.548,122.07072576702738,127.27892669235322,117.81707330764678,22653285.0,-1.1602120786478167,-0.6932308116162049,-0.4669812670316118,59.8462721573684
"Sep 23, 2020",118.83,120.95,121.59,118.43,3939398,-1.39,122.852,122.48974953197764,127.13714496469142,118.56685503530859,25611094.0,-0.9290656537746855,-0.5764854948583019,-0.3525801589163836,62.86346029484597
"Sep 22, 2020",120.51,120.41,121.45,119.57,2957809,0.22,123.1425,122.87498632481739,127.0507739493486,119.2342260506514,20299653.0,-0.6958705346998926,-0.488340455129206,-0.2075300795706866,61.30472708859194
"Sep 21, 2020",120.25,120.47,120.68,118.59,5311441,-2.04,123.401,123.12393225374554,127.2597366353577,119.5422633646423,25691223.0,-0.5591615567578998,-0.43645793523653426,-0.12270362152136555,57.5484579522475
"Sep 18, 2020",122.76,124.26,124.92,122.65,5391570,-1.73,123.5465,123.42645143835033,127.11338438423861,119.97961561576138,28862485.0,-0.3500652022681834,-0.4057820298561928,0.05571682758800944,58.362623986430364
"Sep 17, 2020",124.92,122.62,125.53,121.99,3171262,0.56,123.56599999999999,123.49660422133456,127.11901739815299,120.01298260184699,25073027.0,-0.3336539977774038,-0.4197112367531951,0.08605723897579132,52.31512781019581
"Sep 16, 2020",124.22,122.88,125.8,122.83,3789458,1.45,123.51200000000001,123.34677308673821,127.01078535314294,120.0132146468571,22157806.0,-0.5277814568051298,-0.44122554649714285,-0.08655591030798693,46.054093371547424
"Sep 15, 2020",122.44,122.72,123.4,122.25,2915221,0.29,123.547,123.25485446428961,127.0893399937863,120.0046600062137,18515919.0,-0.6966091378651811,-0.4195865689201461,-0.27702256894503496,47.948622151232975
"Sep 14, 2020",122.09,122.36,123.36,121.79,3641887,0.52,123.647,123.34062861842536,127.17062911005999,120.12337088994002,14967828.0,-0.7207257905946989,-0.35033092668388743,-0.37039486391081144,53.1071166491354
"Sep 11, 2020",121.46,121.39,122.7,120.73,3548091,0.75,123.80600000000001,123.47227373615434,127.32078321559533,120.2912167844047,10989023.0,-0.7053877613062554,-0.2577322107061846,-0.4476555506000708,54.171207514244784
"Sep 10, 2020",120.56,122.39,123.54,120.25,3978805,-1.39,123.9845,123.68409202417058,127.35737305298878,120.61162694701122,14759701.0,-0.6114052183045544,-0.14581832305616688,-0.46558689524838753,56.048257907016385
"Sep 09, 2020",122.26,121.93,123.7,121.31,3770678,0.87,124.29150000000001,124.01294381618854,127.46371672452678,121.11928327547325,9549409.0,-0.39091978751615386,-0.029421599244069972,-0.3614981882720839,58.74862234014875
"Sep 08, 2020",121.21,122.5,122.87,120.74,5210292,-0.89,124.516,124.1974642178926,127.71824526494161,121.3137547350584,15567647.0,-0.27690500440051835,0.060952947823951,-0.33785795222446935,54.94090737107801
"Sep 04, 2020",122.3,124.35,125.35,121.24,6018238,-1.73,124.81099999999999,124.5119341355655,127.81159573032438,121.8104042696756,21284397.0,-0.020443881159849298,0.14541743588006834,-0.16586131703991763,58.012049214877266
"Sep 03, 2020",124.45,128.27,129.93,123.66,5716750,-2.91,124.944,124.7447693077303,127.70196568811886,122.18603431188114,27876827.0,0.19620931804786323,0.18688276514004773,0.009326552907815505,55.620734867078575
"Sep 02, 2020",128.18,123.83,128.69,123.6,6592430,3.87,125.0275,124.77579765591243,127.8233531322015,122.2316468677985,24726908.0,0.25097453859227414,0.18455112691309383,0.06642341167918031,50.4522505669474
"Sep 01, 2020",123.4,122.85,123.95,122.15,3149919,0.07,124.891,124.4174605670611,127.27504256408464,122.50695743591537,19899029.0,-0.06255748229237668,0.16794527399329873,-0.2305027562856754,39.00948229403817
"Aug 31, 2020",123.31,125.04,125.04,123.04,4827879,-1.41,125.013,124.52456167938332,127.32440057791327,122.70159942208674,22998969.0,0.024862483520905698,0.22557096306471755,-0.20070847954381185,53.79250860761834
"Aug 28, 2020",125.07,124.96,125.3,124.22,3099940,0.34,125.06300000000002,124.65241027721315,127.25970662583762,122.86629337416241,19576315.0,0.14524414921683615,0.2757480829506705,-0.13050393373383434,54.151291653819115
"Aug 27, 2020",124.65,124.43,125.1,123.98,3422654,0.39,124.9565,124.60845346428822,127.3495361688161,122.56346383118391,16187628.0,0.11758228762556655,0.30837406638412906,-0.1907917787585625,47.8331360187401
"Aug 26, 2020",124.17,124.83,125.07,123.96,3388687,-0.38,124.86899999999999,124.60408014473961,127.43121861099421,122.30678138900576,19165325.0,0.1233290419199875,0.3560720110737696,-0.23274296915378212,49.33978615986403
"Aug 25, 2020",124.64,125.99,126.81,124.5,2977697,-0.83,124.9265,124.64977279155431,127.47424430676048,122.37875569323953,23236141.0,0.1777428404278396,0.4142577533622151,-0.2365149129343755,51.046077557799144
"Aug 24, 2020",125.68,123.71,126.06,123.39,4070816,2.05,124.91799999999998,124.65080150645477,127.4708980436068,122.36510195639316,19851090.0,0.19675473829892098,0.47338648159580893,-0.27663174329688794,49.456834534938174
"Aug 21, 2020",123.16,123.01,123.48,122.31,3385051,0.01,124.94449999999999,124.54246482292369,127.54132782194756,122.34767217805242,17289926.0,0.1122680372063769,0.5425444174200309,-0.430276380213654,45.84442671649499
"Aug 20, 2020",123.15,123.31,124.02,122.86,2561164,-0.56,125.07600000000002,124.68798743586302,127.55607979498092,122.59592020501913,21033875.0,0.259381112725265,0.6501135124734444,-0.3907323997481794,54.62946844233472
"Aug 19, 2020",123.84,124.82,125.49,123.5,3743949,-0.86,125.28500000000001,124.8498808501644,127.78610291461038,122.78389708538964,23916230.0,0.44439625838428753,0.7477966124104892,-0.3034003540262017,54.668070086292616
"Aug 18, 2020",124.92,124.8,125.48,124.24,2882355,0.39,125.52649999999998,124.95618409755014,128.35185344784716,122.7011465521528,20556166.0,0.6038243714489369,0.8236467009170396,-0.21982232946810276,52.51841677028734
"Aug 17, 2020",124.44,125.2,125.54,124.43,3360064,-0.66,125.5835,124.95999294992383,128.40332660907757,122.76367339092243,23519919.0,0.6885660812667425,0.8786022832840652,-0.19003620201732274,49.0036779967277
"Aug 14, 2020",125.27,124.2,125.56,123.91,2963753,0.19,125.67999999999999,125.01472904991581,128.4669621265341,122.89303787346587,20348661.0,0.8355845387975762,0.9261113337883957,-0.0905267949908195,50.54787814250696
"Aug 13, 2020",125.03,126.0,126.37,124.77,3171258,-1.32,125.672,124.98785842359116,128.46482991737184,122.87917008262816,23878838.0,0.9265705040271683,0.9487430325361005,-0.022172528508932143,47.912387140780886
"Aug 12, 2020",126.7,127.16,127.79,125.89,3530177,-0.04,125.62100000000001,124.9834224681797,128.4991419444896,122.74285805551042,28880014.0,1.0536606559525268,0.9542861646633335,0.09937449128919329,48.60794349153217
"Aug 11, 2020",126.75,128.76,130.45,126.63,5001176,-0.28,125.43599999999999,124.80273009640915,128.49226121782442,122.37973878217555,32848309.0,1.030511567596136,0.9294425418410351,0.1010690257551009,43.288364947336134
"Aug 10, 2020",127.11,125.34,127.24,125.23,3968295,1.72,125.12849999999999,124.5977543170838,128.80309714941993,121.45390285058005,29197083.0,0.9808847447471152,0.9041752854022598,0.0767094593448554,43.12469315760574
"Aug 07, 2020",124.96,123.5,125.07,123.21,3651226,-0.92,124.73300000000002,124.33330740309262,129.13945507361512,120.32654492638491,32614214.0,0.8666209127507898,0.8849979205660459,-0.018377007815256086,42.00568067434855
"Aug 06, 2020",126.12,125.12,126.24,125.12,3417131,0.53,124.4025,124.2673397613129,129.64878339624187,119.15621660375812,28938814.0,0.9270824084536429,0.8895921725198598,0.03749023593378309,47.150215832093735
"Aug 05, 2020",125.45,126.72,126.75,124.63,3675400,-0.31,123.88199999999999,124.07232289408267,130.337155752534,117.426844247466,32370180.0,0.8726593370277698,0.880219613536414,-0.007560276508644215,43.69546834801005
"Aug 04, 2020",125.84,124.0,125.84,123.89,3431366,1.23,123.495,123.92730425135454,130.46210315093646,116.52789684906355,28843606.0,0.858720662778353,0.882109682663575,-0.023389019885222018,45.283068263572886
"Aug 03, 2020",124.31,123.38,124.41,122.2,3526574,1.11,123.082,123.72596785676028,130.43253624968233,115.73146375031767,23565954.0,0.7887302725505094,0.8879569376348804,-0.09922666508437095,44.18698055511545
"Jul 31, 2020",122.94,122.71,122.99,121.09,5277652,0.03,122.876,123.66449078905083,130.31206120979303,115.43993879020697,19577892.0,0.8437064614225989,0.912763603905973,-0.06905714248337413,47.66528771394276
"Jul 30, 2020",122.9,123.8,123.9,121.68,3988062,-1.93,122.71399999999998,123.74075297737197,130.28415302633337,115.1438469736666,22411033.0,1.0410948848713701,0.9300278895268166,0.11106699534455355,51.00353360845535
"Jul 29, 2020",125.32,124.56,125.99,124.07,2833141,0.68,122.49600000000001,123.82925329077953,130.2913627240815,114.70063727591852,18232857.0,1.2819638197478582,0.9022611406906781,0.37970267905718014,51.100561482921
"Jul 28, 2020",124.47,126.04,126.28,124.22,4178176,-1.38,122.26849999999999,123.6723325845458,129.98199405433846,114.55500594566152,21966404.0,1.3243534228847693,0.8073354709263829,0.5170179519583864,45.249192700550566
"Jul 27, 2020",126.21,124.92,126.3,124.92,3733547,0.33,122.03249999999998,123.58836759344537,129.75120966855002,114.31379033144997,18435328.0,1.4457401029193875,0.6780809829367862,0.7676591199826013,47.086883413824815
"Jul 24, 2020",125.79,126.48,127.65,125.5,3531076,-1.21,121.5815,123.31240628749225,129.32648894022515,113.83651105977486,22655464.0,1.4024810639393053,0.48616620294113577,0.9163148609981695,42.66036639759701
"Jul 23, 2020",127.33,129.03,129.35,127.16,4220136,-1.04,121.24350000000001,123.05160694933353,128.80297443174524,113.68402556825478,30850830.0,1.3696307114383188,0.2570874876915934,1.1125432237467254,43.47555727718913
"Jul 22, 2020",128.67,125.88,129.47,125.86,8195366,2.07,120.69800000000001,122.60124978610548,127.97754770139201,113.418452298608,15485882.0,1.1509798148070445,-0.021048318245087932,1.1720281330521325,39.54209904626405
"Jul 21, 2020",126.06,130.89,132.06,125.82,15364948,-0.25,120.23499999999999,121.96243397411659,126.48471409872394,113.98528590127603,25413550.0,0.718723873073202,-0.31405535150812103,1.032779224581323,35.94027302766797
"Jul 20, 2020",126.37,126.07,127.07,125.14,9927668,1.01,119.9855,121.53111123454991,125.62467677829324,114.34632322170677,21425090.0,0.42229939656095894,-0.5722501576534518,0.9945495542144107,40.280534756125206
"Jul 17, 2020",125.11,124.39,125.63,123.2,3988460,0.89,119.7905,121.02175452239726,124.72591221016138,114.8550877898386,17094173.0,0.0062478007716890716,-0.8208875462070544,0.8271353469787435,39.474395282065956
"Jul 16, 2020",124.01,122.66,124.45,122.17,4330917,0.82,119.74299999999998,120.59141289317591,124.47702510388463,115.00897489611533,12620773.0,-0.39658529495599737,-1.0276713829517403,0.631086087995743,41.59345626712868
"Jul 15, 2020",123.0,122.23,123.96,122.22,4473400,1.99,119.75,120.23156161877337,124.5109287019722,114.9890712980278,8086376.0,-0.7929782964854155,-1.185442904950676,0.39246460846526054,43.48585860536967
"Jul 14, 2020",120.6,118.62,120.87,117.94,4534397,1.17,119.8575,119.94014705232847,125.008523914565,114.706476085435,3435725.0,-1.1845493159431868,-1.283559057066991,0.09900974112380423,45.240800542639185
"Jul 13, 2020",119.2,119.64,120.97,118.67,4650651,0.72,119.91000000000001,119.87068884731042,125.11401869004287,114.70598130995715,-849980.0,-1.422742881637376,-1.3083114923479422,-0.11443138928943375,49.66316220422867
"Jul 10, 2020",118.35,115.5,118.57,115.29,4285705,2.28,120.04549999999999,119.9412876733431,125.31242350028877,114.7785764997112,-5612971.0,-1.563524590845077,-1.2797036450255834,-0.2838209458194936,52.439785697647245
"Jul 09, 2020",115.71,117.62,117.62,115.2,4762991,-1.7,120.02850000000001,120.10879163895817,125.3206004684738,114.73639953152622,-420165.0,-1.6339256147306145,-1.2087484085707099,-0.4251772061599046,54.146493479547054
"Jul 08, 2020",117.71,118.05,118.64,116.5,5192806,0.11,120.7365,120.57182233779588,127.2449633969527,114.22803660304731,-4698472.0,-1.4312167308211627,-1.1024541070307337,-0.3287626237904291,59.755364854909665
"Jul 07, 2020",117.58,119.0,119.51,117.33,4278307,-2.17,121.44449999999999,120.87306679440597,129.47051421694013,113.41848578305984,-653033.0,-1.3553051483647778,-1.0202634510831263,-0.33504169728165145,56.59225909247919
"Jul 06, 2020",120.19,121.39,121.75,119.47,4045439,0.41,122.353,121.21970540434344,132.39696461877264,112.30903538122735,-4399991.0,-1.2254644718715042,-0.9365030267627135,-0.28896144510879074,56.86200605898465
"Jul 02, 2020",119.7,119.69,121.42,119.26,3746958,0.98,122.94649999999999,121.3280954469059,133.82078889387103,112.07221110612895,-9055756.0,-1.3076610706474128,-0.8642626654855158,-0.443398405161897,52.65486185217688
"Jul 01, 2020",118.54,120.27,121.22,118.37,4655765,-1.85,123.40599999999999,121.49947391500126,134.47754608135546,112.33445391864453,-5136287.0,-1.3436623866029151,-0.7534130641950414,-0.5902493224078738,53.56558034893652
