Date,Close,Open,High,Low,Vol,Change_%
"Jun 15, 2011",162.33,162.75,163.41,161.52,5225995,-1.09
"Jun 14, 2011",164.12,163.87,164.57,163.65,7050074,0.58
"Jun 13, 2011",163.17,164.44,164.46,162.73,5099508,-0.01
"Jun 10, 2011",163.18,164.57,164.84,162.87,4686370,-1.01
"Jun 09, 2011",164.84,165.01,165.96,164.76,4299799,0.30
"Jun 08, 2011",164.34,163.27,164.85,163.26,3850732,0.40
"Jun 07, 2011",163.69,165.11,165.24,163.61,4189497,-0.64
"Jun 06, 2011",164.75,164.76,165.58,164.27,3619681,-0.18
"Jun 03, 2011",165.05,164.30,165.89,164.13,5230500,-0.63
"Jun 02, 2011",166.09,166.44,167.10,165.71,3854020,-0.28
"Jun 01, 2011",166.56,168.90,169.58,166.50,5134779,-1.40
"May 31, 2011",168.93,168.44,169.89,167.82,9130673,0.85
"May 27, 2011",167.50,167.91,168.47,167.00,3277507,0.19
"May 26, 2011",167.18,167.46,167.50,165.90,5775929,-0.34
"May 25, 2011",167.75,167.63,168.40,167.51,3884049,-0.14
"May 24, 2011",167.99,168.50,168.67,167.51,4643753,-0.16
"May 23, 2011",168.26,168.58,168.69,167.07,5150032,-1.12
"May 20, 2011",170.16,170.40,171.15,169.38,4873602,-0.25
"May 19, 2011",170.59,170.86,171.40,169.32,3540005,0.09
"May 18, 2011",170.44,170.10,171.19,169.46,4157195,-0.04
"May 17, 2011",170.50,167.85,171.41,166.53,8793885,0.97
"May 16, 2011",168.86,169.81,170.64,168.31,4662973,-0.62
"May 13, 2011",169.92,171.70,172.15,169.44,5168995,-1.35
"May 12, 2011",172.24,169.65,172.77,168.65,5142809,1.62
"May 11, 2011",169.50,170.30,170.52,167.82,4665303,-0.52
"May 10, 2011",170.38,169.25,170.90,169.22,4936698,0.76
"May 09, 2011",169.10,168.39,169.85,168.31,3591728,0.12
"May 06, 2011",168.89,169.03,170.15,168.24,4839438,0.26
"May 05, 2011",168.46,170.47,170.87,167.50,7338670,-1.27
"May 04, 2011",170.62,172.36,172.62,169.59,6894585,-1.30
"May 03, 2011",172.87,172.00,173.48,171.23,5009923,0.42
"May 02, 2011",172.15,172.11,173.54,171.49,5397951,0.92
"Apr 29, 2011",170.58,171.10,173.00,170.48,5588010,-0.12
"Apr 28, 2011",170.78,169.99,171.38,169.70,5090377,0.24
"Apr 27, 2011",170.37,168.61,170.59,168.46,5299720,1.12
"Apr 26, 2011",168.49,167.99,169.20,167.40,7267376,0.49
"Apr 25, 2011",167.67,167.65,168.77,167.23,3584142,-0.36
"Apr 21, 2011",168.28,165.63,168.45,164.86,6171786,2.14
"Apr 20, 2011",164.75,163.10,165.89,162.19,10901117,-0.39
"Apr 19, 2011",165.40,165.71,166.38,164.44,6597435,-0.33
"Apr 18, 2011",165.94,164.64,166.16,162.86,6164069,-0.16
"Apr 15, 2011",166.21,165.00,166.34,164.87,5291077,0.75
"Apr 14, 2011",164.97,163.84,165.36,163.16,4702262,0.62
"Apr 13, 2011",163.95,163.97,164.93,163.66,4185429,0.43
"Apr 12, 2011",163.25,163.36,163.77,162.30,3863367,-0.43
"Apr 11, 2011",163.95,163.44,164.00,163.11,4141248,-0.06
"Apr 08, 2011",164.05,164.35,164.38,163.16,3326158,-0.20
"Apr 07, 2011",164.38,164.10,164.55,163.28,3670064,0.21
"Apr 06, 2011",164.04,164.34,164.75,163.81,3776524,0.03
"Apr 05, 2011",163.99,163.81,164.70,163.62,3616188,-0.16
"Apr 04, 2011",164.25,164.42,164.73,163.58,3226474,-0.01
"Apr 01, 2011",164.27,163.70,164.42,163.04,4388206,0.74
"Mar 31, 2011",163.07,163.40,164.06,163.07,3862368,-0.32
"Mar 30, 2011",163.60,163.55,163.99,163.02,3396852,0.44
"Mar 29, 2011",162.88,161.34,163.09,161.15,3460830,0.94
"Mar 28, 2011",161.37,161.54,162.58,161.12,3973680,-0.50
"Mar 25, 2011",162.18,160.98,162.74,160.76,5351526,1.34
"Mar 24, 2011",160.04,160.23,160.71,158.84,5150081,0.32
"Mar 23, 2011",159.53,158.00,160.08,157.53,4783305,0.97
"Mar 22, 2011",158.00,158.56,158.61,157.52,4312353,0.20
"Mar 21, 2011",157.68,157.64,159.63,157.07,5784527,1.15
"Mar 18, 2011",155.89,156.50,156.95,154.32,11454323,1.11
"Mar 17, 2011",154.18,154.00,154.50,152.70,7378767,0.77
"Mar 16, 2011",153.00,156.52,156.98,151.71,12204867,-3.79
"Mar 15, 2011",159.02,157.35,159.64,156.88,6485554,-1.47
"Mar 14, 2011",161.39,161.16,161.98,160.09,4304870,-0.64
"Mar 11, 2011",162.43,162.40,163.24,160.84,4271968,0.25
"Mar 10, 2011",162.02,164.64,164.67,161.38,7052811,-2.32
"Mar 09, 2011",165.86,163.47,167.72,163.28,9084892,2.21
"Mar 08, 2011",162.28,159.70,163.43,159.21,5392122,1.47
"Mar 07, 2011",159.93,161.60,162.98,158.85,5318064,-1.17
"Mar 04, 2011",161.83,163.40,164.31,160.65,4913666,-1.01
"Mar 03, 2011",163.48,161.42,164.00,161.27,4065346,2.07
"Mar 02, 2011",160.16,159.43,161.11,159.41,3413127,0.12
"Mar 01, 2011",159.97,163.15,163.15,159.88,4383043,-1.18
"Feb 28, 2011",161.88,162.36,162.99,161.24,4773936,-0.25
"Feb 25, 2011",162.28,161.06,162.34,160.86,4522003,0.94
"Feb 24, 2011",160.77,159.63,161.27,159.03,5709476,0.37
"Feb 23, 2011",160.18,161.81,162.68,160.14,6001475,-1.09
"Feb 22, 2011",161.95,163.57,164.26,161.78,5210857,-1.75
"Feb 18, 2011",164.84,164.46,164.84,164.10,4245059,0.37
"Feb 17, 2011",164.24,163.30,164.67,162.85,3231171,0.51
"Feb 16, 2011",163.40,163.33,163.60,162.75,3221301,0.34
"Feb 15, 2011",162.84,162.89,163.57,162.52,3768703,-0.23
"Feb 14, 2011",163.22,164.18,164.38,162.85,4131438,-0.38
"Feb 11, 2011",163.85,163.98,165.01,163.31,5185697,-0.15
"Feb 10, 2011",164.09,163.90,165.00,163.18,5737806,-0.34
"Feb 09, 2011",164.65,165.62,165.97,164.10,4635303,-0.84
"Feb 08, 2011",166.05,164.82,166.25,164.32,5615348,0.75
"Feb 07, 2011",164.82,164.08,164.99,164.02,4932599,0.50
"Feb 04, 2011",164.00,163.48,164.14,163.22,3755814,0.29
"Feb 03, 2011",163.53,163.16,164.20,162.81,4685095,0.14
"Feb 02, 2011",163.30,163.40,163.60,162.61,3904892,-0.16
"Feb 01, 2011",163.56,162.11,163.94,162.00,5834162,0.96
"Jan 31, 2011",162.00,159.18,162.00,158.68,7197200,1.75
"Jan 28, 2011",159.21,161.05,161.92,158.67,6725708,-1.15
"Jan 27, 2011",161.07,161.43,162.18,160.86,4879977,0.02
"Jan 26, 2011",161.04,161.67,161.90,160.42,5353895,-0.25
"Jan 25, 2011",161.44,159.21,164.35,159.00,8262242,1.13
"Jan 24, 2011",159.63,155.42,159.79,155.33,7288661,2.66
"Jan 21, 2011",155.50,156.40,156.78,154.96,7009010,-0.19
"Jan 20, 2011",155.80,154.53,155.96,154.45,7441447,0.07
"Jan 19, 2011",155.69,153.26,156.13,152.83,12143645,3.35
"Jan 18, 2011",150.65,149.82,151.47,149.38,9176829,0.43
"Jan 14, 2011",150.00,148.89,150.00,148.47,4546899,0.79
"Jan 13, 2011",148.82,149.24,149.29,148.25,3445785,-0.19
"Jan 12, 2011",149.10,147.99,149.29,147.67,4091442,1.24
"Jan 11, 2011",147.28,148.20,148.35,146.75,4164771,-0.24
"Jan 10, 2011",147.64,147.58,148.06,147.23,3633350,-0.20
"Jan 07, 2011",147.93,148.79,148.86,146.94,4136379,-0.49
"Jan 06, 2011",148.66,147.13,148.79,146.82,5032270,1.09
"Jan 05, 2011",147.05,147.34,147.48,146.73,4659195,-0.40
"Jan 04, 2011",147.64,147.56,148.22,146.64,5060088,0.11
"Jan 03, 2011",147.48,147.21,148.20,147.14,4604911,0.49
"Dec 31, 2010",146.76,146.73,147.07,145.96,2969933,0.06
"Dec 30, 2010",146.67,146.36,147.11,146.25,3039004,0.10
"Dec 29, 2010",146.52,146.00,147.50,145.71,3662739,0.56
"Dec 28, 2010",145.71,145.31,146.15,145.06,2700968,0.25
"Dec 27, 2010",145.34,145.12,145.70,145.00,2314687,-0.38
"Dec 23, 2010",145.89,145.89,146.33,145.33,2425301,-0.04
"Dec 22, 2010",145.95,145.66,146.40,145.58,3388801,0.14
"Dec 21, 2010",145.74,144.99,145.99,144.33,3779240,0.85
"Dec 20, 2010",144.51,145.39,145.54,144.39,3994963,-0.34
"Dec 17, 2010",145.00,144.69,145.50,144.40,10026946,0.31
"Dec 16, 2010",144.55,144.84,145.32,144.15,4178664,-0.12
"Dec 15, 2010",144.72,145.13,145.72,144.31,4447397,-0.75
"Dec 14, 2010",145.82,144.26,146.01,144.26,4804172,1.07
"Dec 13, 2010",144.28,145.14,145.40,144.21,4741876,-0.37
"Dec 10, 2010",144.82,144.88,144.95,143.73,3503880,0.36
"Dec 09, 2010",144.30,145.94,145.94,143.52,4406114,-0.47
"Dec 08, 2010",144.98,144.35,145.65,143.84,4962115,0.67
"Dec 07, 2010",144.02,146.02,146.30,143.87,4830430,-0.67
"Dec 06, 2010",144.99,144.54,145.87,144.52,3321951,-0.27
"Dec 03, 2010",145.38,144.25,145.68,144.25,3710884,0.14
"Dec 02, 2010",145.18,144.33,145.85,144.30,5375523,0.53
"Dec 01, 2010",144.41,143.61,145.13,143.51,6826974,2.09
"Nov 30, 2010",141.46,142.24,142.76,141.28,7676320,-1.00
"Nov 29, 2010",142.89,143.53,143.67,141.50,5040206,-0.85
"Nov 26, 2010",144.11,145.30,145.30,143.57,2081260,-1.17
"Nov 24, 2010",145.81,143.95,146.44,143.82,4877219,1.84
"Nov 23, 2010",143.18,144.24,144.53,142.33,4573145,-1.52
"Nov 22, 2010",145.39,144.00,145.43,143.56,3730686,0.23
"Nov 19, 2010",145.05,144.38,145.35,143.99,5015957,0.48
"Nov 18, 2010",144.36,143.04,144.99,142.75,4238874,1.70
"Nov 17, 2010",141.95,142.49,142.49,141.39,4787048,-0.20
"Nov 16, 2010",142.24,142.93,143.38,141.18,6350519,-0.97
"Nov 15, 2010",143.64,143.89,144.75,143.27,3828151,-0.07
"Nov 12, 2010",143.74,144.59,145.77,143.55,4732937,-1.16
"Nov 11, 2010",145.43,144.70,145.50,143.35,4752261,-0.76
"Nov 10, 2010",146.55,146.09,146.79,145.63,5175737,0.28
"Nov 09, 2010",146.14,146.70,147.53,145.63,5701284,-0.22
"Nov 08, 2010",146.46,145.35,146.58,145.25,4459904,-0.31
"Nov 05, 2010",146.92,145.94,146.93,145.67,4996376,0.09
"Nov 04, 2010",146.79,144.82,146.84,144.71,6626305,1.82
"Nov 03, 2010",144.17,144.24,144.46,142.63,5182447,0.23
"Nov 02, 2010",143.84,143.85,144.71,143.71,4626496,0.36
"Nov 01, 2010",143.32,143.64,144.26,142.32,5676036,-0.19
"Oct 29, 2010",143.60,140.90,144.00,140.75,8444096,1.92
"Oct 28, 2010",140.90,141.84,141.95,140.42,5482601,-0.37
"Oct 27, 2010",141.43,139.52,141.57,139.00,6467113,0.54
"Oct 26, 2010",140.67,139.29,142.00,138.53,7328198,0.59
"Oct 25, 2010",139.84,140.42,141.40,139.81,4870212,0.12
"Oct 22, 2010",139.67,140.15,140.75,139.46,4105312,-0.11
"Oct 21, 2010",139.83,139.81,140.49,138.40,6230393,0.55
"Oct 20, 2010",139.07,138.28,139.87,138.13,6954831,0.75
"Oct 19, 2010",138.03,137.30,139.34,136.70,14160546,-3.36
"Oct 18, 2010",142.83,140.90,143.03,140.84,10341157,1.25
"Oct 15, 2010",141.06,142.10,142.10,140.54,7224057,-0.31
"Oct 14, 2010",141.50,140.35,141.50,139.69,5658943,0.81
"Oct 13, 2010",140.37,139.91,141.48,139.78,8788326,0.37
"Oct 12, 2010",139.85,138.40,139.99,138.27,5639174,0.14
"Oct 11, 2010",139.66,138.79,139.94,138.64,4009658,0.58
"Oct 08, 2010",138.85,138.40,139.09,138.06,4543943,0.09
"Oct 07, 2010",138.72,137.92,138.88,137.52,6440718,0.64
"Oct 06, 2010",137.84,136.88,137.96,136.83,4782906,0.13
"Oct 05, 2010",137.66,136.18,137.90,136.12,6202496,1.78
"Oct 04, 2010",135.25,135.23,135.92,134.39,4063858,-0.29
"Oct 01, 2010",135.64,135.51,136.28,135.09,5621197,1.12
"Sep 30, 2010",134.14,135.50,136.11,133.67,6432129,-0.99
"Sep 29, 2010",135.48,134.40,135.81,134.34,5151624,0.44
"Sep 28, 2010",134.89,134.67,135.14,133.71,7484022,0.18
"Sep 27, 2010",134.65,133.51,135.00,133.51,6155512,0.40
"Sep 24, 2010",134.11,132.42,134.15,132.34,7122325,1.85
"Sep 23, 2010",131.67,131.42,132.78,131.22,3898904,-0.68
"Sep 22, 2010",132.57,131.61,132.58,131.40,4922526,0.45
"Sep 21, 2010",131.98,131.45,132.80,130.78,5268605,0.14
"Sep 20, 2010",131.79,130.24,132.09,130.11,7214702,1.23
"Sep 17, 2010",130.19,129.92,130.60,129.70,10397659,0.40
"Sep 16, 2010",129.67,129.20,129.95,128.80,4685578,0.19
"Sep 15, 2010",129.43,128.65,129.96,128.54,4762454,0.45
"Sep 14, 2010",128.85,128.43,129.92,128.43,4851469,-0.59
"Sep 13, 2010",129.61,128.63,130.00,128.52,5272370,1.27
"Sep 10, 2010",127.99,126.99,128.29,126.26,4419379,1.29
"Sep 09, 2010",126.36,127.27,127.57,126.15,3437612,0.22
"Sep 08, 2010",126.08,126.02,126.52,125.39,4486438,0.10
"Sep 07, 2010",125.95,126.99,127.36,125.88,4353927,-1.28
"Sep 03, 2010",127.58,126.22,127.60,125.90,5144355,2.03
"Sep 02, 2010",125.04,126.03,126.23,124.65,5104538,-0.58
"Sep 01, 2010",125.77,125.31,126.31,124.52,5624070,2.14
"Aug 31, 2010",123.13,123.31,123.99,122.28,5624125,-0.22
"Aug 30, 2010",123.40,125.08,125.27,123.40,3603963,-1.07
"Aug 27, 2010",124.73,123.83,124.80,122.42,6214197,1.59
"Aug 26, 2010",122.78,125.78,125.78,122.78,7748597,-1.99
"Aug 25, 2010",125.27,124.57,125.60,124.00,5239579,0.30
"Aug 24, 2010",124.90,125.21,126.02,124.57,5624039,-1.24
"Aug 23, 2010",126.47,127.57,128.03,126.44,4034693,-0.81
"Aug 20, 2010",127.50,128.72,128.98,126.96,6246279,-1.09
"Aug 19, 2010",128.90,128.67,129.59,128.02,5402547,-0.38
"Aug 18, 2010",129.39,128.87,130.20,127.80,4883300,0.73
"Aug 17, 2010",128.45,128.83,129.85,127.90,4298556,0.53
"Aug 16, 2010",127.77,127.47,128.23,126.96,4009130,-0.08
"Aug 13, 2010",127.87,127.96,128.46,127.33,4670519,-0.34
"Aug 12, 2010",128.30,127.69,128.78,127.52,5132391,-1.18
"Aug 11, 2010",129.83,130.69,130.69,129.46,6318083,-1.52
"Aug 10, 2010",131.84,131.18,132.49,130.77,5471688,-0.12
"Aug 09, 2010",132.00,130.79,132.34,130.40,6135341,1.43
"Aug 06, 2010",130.14,130.41,130.48,128.76,6137850,-1.28
"Aug 05, 2010",131.83,130.73,131.98,130.53,4523103,0.43
"Aug 04, 2010",131.27,130.46,131.50,129.85,4573074,0.69
"Aug 03, 2010",130.37,130.03,131.04,129.33,5091953,-0.30
"Aug 02, 2010",130.76,129.25,131.20,129.25,6437441,1.84
"Jul 30, 2010",128.40,127.43,128.98,127.04,6025837,0.30
"Jul 29, 2010",128.02,129.06,129.50,127.14,8997318,-0.32
"Jul 28, 2010",128.43,128.67,129.35,127.88,4252631,-0.16
"Jul 27, 2010",128.63,128.78,129.17,127.89,4648527,0.17
"Jul 26, 2010",128.41,128.18,128.43,127.14,5172270,0.02
"Jul 23, 2010",128.38,127.30,128.80,127.00,5077974,0.71
"Jul 22, 2010",127.47,126.32,127.78,126.05,6909088,1.76
"Jul 21, 2010",125.27,126.44,126.50,124.62,8615430,-1.01
"Jul 20, 2010",126.55,122.97,126.56,122.93,16340314,-2.50
"Jul 19, 2010",129.79,128.67,130.38,128.37,8388587,1.37
"Jul 16, 2010",128.03,129.96,130.15,127.85,7002854,-2.06
"Jul 15, 2010",130.72,129.87,130.92,129.55,6187523,0.00
"Jul 14, 2010",130.72,129.32,131.60,129.14,6607133,0.18
"Jul 13, 2010",130.48,128.97,130.98,128.69,6687660,1.41
"Jul 12, 2010",128.67,127.37,128.83,127.16,4206871,0.55
"Jul 09, 2010",127.96,127.90,128.20,127.29,3898464,-0.01
"Jul 08, 2010",127.97,127.37,128.15,126.74,5439963,0.76
"Jul 07, 2010",127.00,123.47,127.12,123.47,7090291,2.87
"Jul 06, 2010",123.46,123.58,124.63,122.17,6348708,1.31
"Jul 02, 2010",121.86,123.29,123.29,120.61,6454413,-0.58
"Jul 01, 2010",122.57,123.55,124.21,121.61,9742208,-0.74
"Jun 30, 2010",123.48,124.83,125.22,123.00,8017939,-1.29
"Jun 29, 2010",125.09,127.35,128.40,124.12,9378799,-3.02
"Jun 28, 2010",128.98,127.65,129.47,127.22,6335135,1.46
"Jun 25, 2010",127.12,128.34,129.09,127.12,10420671,-0.83
"Jun 24, 2010",128.19,129.57,129.73,127.70,5565558,-1.48
"Jun 23, 2010",130.11,129.25,131.47,129.09,6855741,0.63
"Jun 22, 2010",129.30,130.37,131.47,129.07,6030623,-1.03
"Jun 21, 2010",130.65,131.42,131.94,130.22,6857800,0.38
"Jun 18, 2010",130.15,131.02,131.25,130.13,9581587,-0.63
"Jun 17, 2010",130.98,130.07,131.03,129.86,5575129,0.48
"Jun 16, 2010",130.35,128.34,130.68,128.34,6400971,0.43
"Jun 15, 2010",129.79,128.93,129.95,128.37,6652612,1.00
"Jun 14, 2010",128.50,128.50,129.97,128.49,6753113,0.04
"Jun 11, 2010",128.45,126.73,128.80,126.44,5827093,0.60
"Jun 10, 2010",127.68,125.99,128.22,125.80,7479610,3.05
"Jun 09, 2010",123.90,124.83,125.84,123.58,7800309,0.15
"Jun 08, 2010",123.72,124.26,124.46,122.82,8399126,-0.33
"Jun 07, 2010",124.13,125.57,125.86,124.13,6951325,-0.92
"Jun 04, 2010",125.28,126.37,127.10,124.67,9669111,-2.09
"Jun 03, 2010",127.96,127.75,128.22,126.46,6645219,0.43
"Jun 02, 2010",127.41,124.85,127.50,124.35,7705556,2.47
"Jun 01, 2010",124.34,124.69,126.88,124.20,7136082,-0.73
"May 28, 2010",125.26,125.96,126.28,124.29,7422373,-0.89
"May 27, 2010",126.39,125.05,126.39,124.77,7726560,2.56
"May 26, 2010",123.23,124.89,125.94,123.00,9085936,-1.04
"May 25, 2010",124.52,121.47,124.95,121.47,9498873,0.06
"May 24, 2010",124.45,125.26,126.02,124.04,6876074,-0.77
"May 21, 2010",125.42,122.16,125.61,121.40,12639577,1.31
"May 20, 2010",123.80,127.22,127.96,123.68,13178148,-3.93
"May 19, 2010",128.86,129.37,130.50,127.82,8669840,-0.84
"May 18, 2010",129.95,131.26,131.99,129.90,9332110,-0.38
"May 17, 2010",130.44,130.68,131.76,128.70,8924745,-0.57
"May 14, 2010",131.19,131.06,131.67,129.41,9920567,-0.22
"May 13, 2010",131.48,130.93,133.10,130.85,10498358,-0.90
"May 12, 2010",132.68,127.16,132.85,127.01,16629704,4.56
"May 11, 2010",126.89,125.21,128.42,125.15,6499773,0.49
"May 10, 2010",126.27,126.27,126.67,125.06,8464250,3.42
"May 07, 2010",122.10,123.36,124.39,120.00,10585340,-1.47
"May 06, 2010",123.92,126.29,127.93,116.00,13169697,-2.78
"May 05, 2010",127.46,127.12,128.23,126.87,6072834,-0.52
"May 04, 2010",128.12,128.89,128.93,126.58,8285289,-1.14
"May 03, 2010",129.60,129.39,130.14,128.80,4992019,0.47
"Apr 30, 2010",129.00,130.43,130.64,128.84,6266689,-1.12
"Apr 29, 2010",130.46,130.55,131.21,130.15,5786888,0.28
"Apr 28, 2010",130.10,129.40,130.47,129.03,7123602,0.99
"Apr 27, 2010",128.82,129.90,132.00,128.71,10917510,-1.46
"Apr 26, 2010",130.73,129.76,131.04,129.54,5285484,0.57
"Apr 23, 2010",129.99,129.08,130.10,128.71,6197382,0.67
"Apr 22, 2010",129.13,128.64,129.36,127.77,6018690,0.11
"Apr 21, 2010",128.99,129.87,130.27,128.50,7560015,-0.54
"Apr 20, 2010",129.69,129.20,130.33,128.26,15218573,-1.92
"Apr 19, 2010",132.23,130.38,132.28,130.38,11353679,1.22
"Apr 16, 2010",130.63,130.68,132.17,130.25,9549798,-0.20
"Apr 15, 2010",130.89,130.53,131.14,130.19,6425399,-0.27
"Apr 14, 2010",131.25,129.73,131.42,129.46,8545857,1.72
"Apr 13, 2010",129.03,128.26,129.43,127.84,6821802,0.52
"Apr 12, 2010",128.36,128.57,128.96,128.24,3994168,-0.31
"Apr 09, 2010",128.76,127.88,128.87,127.12,5186516,0.90
"Apr 08, 2010",127.61,128.04,128.23,127.20,6006833,-0.68
"Apr 07, 2010",128.48,128.53,129.27,128.01,5157358,-0.35
"Apr 06, 2010",128.93,128.68,129.30,128.05,3926409,-0.32
"Apr 05, 2010",129.35,128.38,129.80,128.14,4118884,0.86
"Apr 01, 2010",128.25,128.95,129.31,127.55,4980625,0.00
"Mar 31, 2010",128.25,128.23,128.75,127.65,4904711,-0.40
"Mar 30, 2010",128.77,128.90,129.13,128.25,3426538,0.14
"Mar 29, 2010",128.59,129.30,129.95,128.26,4643265,-0.52
"Mar 26, 2010",129.26,128.93,129.78,128.72,5550705,0.02
"Mar 25, 2010",129.24,129.36,130.73,129.13,7605394,0.55
"Mar 24, 2010",128.53,128.63,129.95,128.47,6669246,-0.65
"Mar 23, 2010",129.37,127.94,129.43,127.64,5979298,1.09
"Mar 22, 2010",127.98,127.11,128.39,126.57,5651866,0.21
"Mar 19, 2010",127.71,128.84,128.93,126.78,10744286,-0.52
"Mar 18, 2010",128.38,127.46,128.75,127.45,4954633,0.49
"Mar 17, 2010",127.76,128.90,128.93,127.36,6348995,-0.71
"Mar 16, 2010",128.67,128.00,128.88,127.45,6135031,0.66
"Mar 15, 2010",127.83,127.40,128.34,127.28,4544089,-0.09
"Mar 12, 2010",127.94,127.91,128.37,127.51,5170094,0.27
"Mar 11, 2010",127.60,125.71,127.81,125.71,7929401,1.58
"Mar 10, 2010",125.62,125.98,126.36,125.21,6917512,0.06
"Mar 09, 2010",125.55,126.27,126.29,125.20,7529306,-0.68
"Mar 08, 2010",126.41,127.06,127.50,126.36,6199570,-0.66
"Mar 05, 2010",127.25,127.17,127.55,127.04,6140472,0.42
"Mar 04, 2010",126.72,127.07,127.07,125.47,6032328,-0.13
"Mar 03, 2010",126.88,127.73,128.02,126.68,6389967,-0.42
"Mar 02, 2010",127.42,128.70,129.09,127.13,6013437,-0.89
"Mar 01, 2010",128.57,127.50,128.83,127.47,4577715,1.11
"Feb 26, 2010",127.16,127.01,128.00,126.74,4784139,0.07
"Feb 25, 2010",127.07,126.05,127.24,125.57,5658776,-0.41
"Feb 24, 2010",127.59,127.02,128.27,126.81,4782100,0.89
"Feb 23, 2010",126.46,126.48,127.66,126.00,4594376,-0.31
"Feb 22, 2010",126.85,127.30,127.43,126.31,3808077,-0.27
"Feb 19, 2010",127.19,127.35,128.06,126.87,6303678,-0.49
"Feb 18, 2010",127.81,126.13,128.00,126.00,5527576,1.17
"Feb 17, 2010",126.33,125.50,126.53,125.21,5827357,0.88
"Feb 16, 2010",125.23,124.91,125.23,124.11,6777265,0.99
"Feb 12, 2010",124.00,123.01,124.05,121.61,8018236,0.22
"Feb 11, 2010",123.73,122.58,124.20,122.06,5091096,0.75
"Feb 10, 2010",122.81,122.94,123.65,122.21,5219260,-0.32
"Feb 09, 2010",123.21,122.65,124.20,122.46,6044966,1.09
"Feb 08, 2010",121.88,123.15,123.22,121.74,5719389,-1.33
"Feb 05, 2010",123.52,123.04,123.72,121.83,8618019,0.42
"Feb 04, 2010",123.00,125.19,125.44,122.90,9129991,-2.12
"Feb 03, 2010",125.66,125.16,126.07,125.07,4177981,0.10
"Feb 02, 2010",125.53,124.79,125.81,123.95,5900187,0.69
"Feb 01, 2010",124.67,123.23,124.95,122.78,7249873,1.86
"Jan 29, 2010",122.39,124.32,125.00,121.90,11572387,-1.10
"Jan 28, 2010",123.75,127.03,127.04,123.05,9622829,-2.04
"Jan 27, 2010",126.33,125.82,126.96,125.04,8719447,0.46
