Date,Close,Open,High,Low,Vol,Change_%
"Jul 19, 2017",147.53,150.02,150.25,146.71,14293610,-4.20
"Jul 18, 2017",154.00,152.36,154.29,152.00,7566818,0.65
"Jul 17, 2017",153.01,153.59,153.88,152.24,4762592,-0.80
"Jul 14, 2017",154.24,154.01,154.62,153.40,3256372,0.40
"Jul 13, 2017",153.63,153.70,154.19,153.19,2476112,-0.05
"Jul 12, 2017",153.70,153.48,154.24,153.05,3097850,0.33
"Jul 11, 2017",153.19,153.26,153.65,152.05,3447509,-0.15
"Jul 10, 2017",153.42,152.91,153.89,152.63,3206209,0.31
"Jul 07, 2017",152.94,152.62,153.49,152.14,2460060,0.38
"Jul 06, 2017",152.36,153.36,153.83,152.23,2757522,-0.85
"Jul 05, 2017",153.67,155.77,155.89,153.63,3564354,-1.23
"Jul 03, 2017",155.58,153.58,156.03,153.52,2822651,1.14
"Jun 30, 2017",153.83,154.28,154.50,153.14,3571536,-0.19
"Jun 29, 2017",154.13,155.35,155.74,153.62,3262159,-0.77
"Jun 28, 2017",155.32,155.15,155.55,154.78,2220954,0.37
"Jun 27, 2017",154.75,155.00,155.34,154.50,2386491,-0.31
"Jun 26, 2017",155.23,154.71,155.75,154.63,2153494,0.73
"Jun 23, 2017",154.11,154.34,154.68,153.80,3282205,-0.19
"Jun 22, 2017",154.40,154.55,154.99,153.69,2376819,0.40
"Jun 21, 2017",153.79,155.79,155.79,153.39,3959668,-0.75
"Jun 20, 2017",154.95,154.48,155.39,154.25,4481843,0.07
"Jun 19, 2017",154.84,155.51,155.86,154.54,4629592,-0.35
"Jun 16, 2017",155.38,154.23,155.42,152.97,6741963,0.75
"Jun 15, 2017",154.22,153.29,154.69,153.29,4654297,0.27
"Jun 14, 2017",153.81,153.97,154.94,152.94,3049726,-0.29
"Jun 13, 2017",154.25,155.44,155.48,154.15,3523529,-0.60
"Jun 12, 2017",155.18,154.19,157.20,154.02,6471479,0.70
"Jun 09, 2017",154.10,152.00,154.26,151.88,4361460,1.31
"Jun 08, 2017",152.10,151.00,152.82,150.92,3708962,0.74
"Jun 07, 2017",150.98,153.05,154.20,150.80,4865712,-0.91
"Jun 06, 2017",152.37,152.00,152.89,152.00,3797173,-0.03
"Jun 05, 2017",152.41,151.82,152.93,151.68,3975268,0.24
"Jun 02, 2017",152.05,153.07,153.20,151.80,3585701,-0.41
"Jun 01, 2017",152.67,152.80,152.87,151.63,2918126,0.03
"May 31, 2017",152.63,152.03,152.80,151.65,3543404,0.59
"May 30, 2017",151.73,151.95,152.67,151.59,3666032,-0.50
"May 26, 2017",152.49,152.85,153.00,152.06,2443507,-0.46
"May 25, 2017",153.20,153.25,153.73,152.95,2582815,0.45
"May 24, 2017",152.51,152.21,152.76,151.23,3732399,0.32
"May 23, 2017",152.03,152.57,153.68,151.92,2564503,-0.40
"May 22, 2017",152.64,152.10,152.84,151.60,3302539,0.43
"May 19, 2017",151.98,151.01,152.46,150.89,5643264,0.80
"May 18, 2017",150.78,150.86,151.33,150.11,3274371,-0.10
"May 17, 2017",150.93,153.30,154.14,150.89,5191494,-1.79
"May 16, 2017",153.68,151.66,153.99,151.66,5513690,1.43
"May 15, 2017",151.51,150.62,151.83,150.45,4245471,0.76
"May 12, 2017",150.37,150.30,151.26,150.00,3715702,-0.19
"May 11, 2017",150.65,151.05,151.15,149.79,5627964,-0.40
"May 10, 2017",151.25,151.65,152.37,151.13,4999861,-0.57
"May 09, 2017",152.11,152.60,153.10,151.56,6853043,-0.60
"May 08, 2017",153.03,152.80,153.47,152.20,7491966,-1.30
"May 05, 2017",155.05,153.52,155.78,153.00,12521335,-2.51
"May 04, 2017",159.05,158.89,159.14,158.36,4280613,0.26
"May 03, 2017",158.63,158.74,159.45,158.52,3993396,-0.30
"May 02, 2017",159.10,159.44,159.49,158.64,3208239,0.16
"May 01, 2017",158.84,160.05,160.42,158.70,4935312,-0.90
"Apr 28, 2017",160.29,160.50,160.59,159.70,4154147,-0.02
"Apr 27, 2017",160.32,160.29,160.48,159.63,4122943,0.16
"Apr 26, 2017",160.06,160.53,161.10,159.89,4328001,-0.21
"Apr 25, 2017",160.39,161.78,162.04,160.38,4860407,-0.22
"Apr 24, 2017",160.75,161.29,161.57,160.42,5320608,0.23
"Apr 21, 2017",160.38,162.05,162.11,160.38,5607756,-1.18
"Apr 20, 2017",162.30,161.32,162.40,160.50,6487379,0.38
"Apr 19, 2017",161.69,161.76,162.64,159.60,19284284,-4.92
"Apr 18, 2017",170.05,170.79,171.69,169.83,6345465,-0.61
"Apr 17, 2017",171.10,169.75,171.30,169.62,3720218,0.93
"Apr 13, 2017",169.53,169.92,171.36,169.53,3205462,-0.66
"Apr 12, 2017",170.66,171.04,171.20,170.02,3276931,0.05
"Apr 11, 2017",170.58,170.65,171.23,168.98,4891911,-0.36
"Apr 10, 2017",171.20,172.53,172.56,171.00,3789936,-0.55
"Apr 07, 2017",172.14,172.08,172.93,171.28,3588302,-0.18
"Apr 06, 2017",172.45,173.47,173.47,172.25,3435403,-0.25
"Apr 05, 2017",172.88,174.70,176.33,172.81,6238894,-0.94
"Apr 04, 2017",174.52,173.52,174.96,173.26,3108885,0.01
"Apr 03, 2017",174.50,173.82,174.87,173.38,4286498,0.21
"Mar 31, 2017",174.14,173.98,174.95,173.69,2913684,0.16
"Mar 30, 2017",173.86,173.86,174.59,173.69,3168254,-0.05
"Mar 29, 2017",173.94,174.30,174.49,173.46,3085606,-0.33
"Mar 28, 2017",174.51,173.94,175.00,173.00,3523870,0.43
"Mar 27, 2017",173.77,172.69,174.16,172.09,3259049,-0.03
"Mar 24, 2017",173.83,175.12,175.50,173.39,3221675,-0.57
"Mar 23, 2017",174.82,174.43,175.67,173.56,3739976,0.02
"Mar 22, 2017",174.78,174.04,175.06,172.80,3450512,0.52
"Mar 21, 2017",173.88,176.01,176.23,173.84,3927741,-1.04
"Mar 20, 2017",175.70,175.65,176.18,175.14,2476125,0.03
"Mar 17, 2017",175.65,176.29,176.79,175.65,5920967,-0.90
"Mar 16, 2017",177.24,178.46,179.00,176.82,4311848,0.81
"Mar 15, 2017",175.81,175.71,176.28,174.75,3815537,0.05
"Mar 14, 2017",175.72,176.18,176.82,175.21,3147497,-0.42
"Mar 13, 2017",176.46,177.85,178.06,176.41,3482189,-0.77
"Mar 10, 2017",177.83,178.21,179.49,177.42,3100326,0.37
"Mar 09, 2017",177.18,179.15,179.25,175.88,5444076,-1.26
"Mar 08, 2017",179.45,180.75,180.95,179.30,3557396,-0.52
"Mar 07, 2017",180.38,180.71,181.29,180.20,2980516,-0.05
"Mar 06, 2017",180.47,179.72,180.99,179.57,3204434,0.23
"Mar 03, 2017",180.05,180.04,181.32,179.76,1825048,-0.27
"Mar 02, 2017",180.53,181.88,181.88,180.43,2918183,-0.78
"Mar 01, 2017",181.95,180.48,182.55,180.03,3005564,1.18
"Feb 28, 2017",179.82,179.38,180.63,179.35,3273420,0.23
"Feb 27, 2017",179.40,181.19,181.25,179.28,3691327,-1.08
"Feb 24, 2017",181.35,180.21,181.49,179.89,3300093,-0.17
"Feb 23, 2017",181.65,182.00,182.50,180.92,2282526,0.28
"Feb 22, 2017",181.15,180.09,181.34,180.09,3020540,0.49
"Feb 21, 2017",180.26,180.60,180.79,179.12,4480299,-0.23
"Feb 17, 2017",180.67,181.25,181.57,180.00,3552495,-0.42
"Feb 16, 2017",181.43,181.45,182.79,180.87,3251547,-0.14
"Feb 15, 2017",181.68,180.20,181.92,179.81,2914292,0.86
"Feb 14, 2017",180.13,178.57,180.13,178.35,2776528,0.43
"Feb 13, 2017",179.36,179.24,179.90,178.84,3093372,0.38
"Feb 10, 2017",178.68,177.37,178.87,176.76,2930710,0.83
"Feb 09, 2017",177.21,176.17,177.80,175.91,3090710,0.59
"Feb 08, 2017",176.17,177.50,177.50,175.88,2913126,-1.28
"Feb 07, 2017",178.46,176.00,178.62,175.90,3873455,1.48
"Feb 06, 2017",175.86,175.31,175.98,174.38,2650785,0.02
"Feb 03, 2017",175.82,175.00,176.34,174.89,3309288,0.71
"Feb 02, 2017",174.58,174.23,174.97,173.55,2620526,0.17
"Feb 01, 2017",174.29,175.00,175.70,172.89,2795745,-0.13
"Jan 31, 2017",174.52,175.05,175.58,173.61,4138962,-0.73
"Jan 30, 2017",175.80,176.98,177.07,174.58,4094755,-0.85
"Jan 27, 2017",177.30,178.47,179.20,177.30,3482311,-0.76
"Jan 26, 2017",178.66,178.06,178.88,177.51,3063924,0.21
"Jan 25, 2017",178.29,176.26,179.25,176.13,5922462,1.36
"Jan 24, 2017",175.90,171.36,176.00,171.16,6952369,2.85
"Jan 23, 2017",171.03,170.08,171.25,170.01,5478224,0.28
"Jan 20, 2017",170.55,167.81,170.64,166.00,12690029,2.24
"Jan 19, 2017",166.81,166.96,167.45,165.80,6963386,0.01
"Jan 18, 2017",166.80,167.45,168.59,166.69,4007779,-0.65
"Jan 17, 2017",167.89,166.69,168.18,166.12,3315655,0.33
"Jan 13, 2017",167.34,167.97,168.48,166.88,2875433,-0.36
"Jan 12, 2017",167.95,167.77,168.01,165.56,2927973,0.12
"Jan 11, 2017",167.75,166.05,167.76,165.60,3599464,1.35
"Jan 10, 2017",165.52,167.98,168.09,165.34,4118694,-1.27
"Jan 09, 2017",167.65,169.47,169.80,167.62,3189891,-1.11
"Jan 06, 2017",169.53,168.69,169.92,167.52,2945536,0.49
"Jan 05, 2017",168.70,169.25,169.39,167.26,2682301,-0.33
"Jan 04, 2017",169.26,167.77,169.87,167.36,3381432,1.24
"Jan 03, 2017",167.19,167.00,167.87,166.01,2934299,0.72
"Dec 30, 2016",165.99,166.44,166.70,165.50,2952825,-0.37
"Dec 29, 2016",166.60,166.02,166.99,166.00,1663542,0.25
"Dec 28, 2016",166.19,167.29,167.74,166.00,1757500,-0.57
"Dec 27, 2016",167.14,166.98,167.98,166.85,1397455,0.26
"Dec 23, 2016",166.71,167.00,167.49,166.45,1701228,-0.21
"Dec 22, 2016",167.06,167.36,168.23,166.58,2802631,-0.16
"Dec 21, 2016",167.33,166.25,167.94,165.25,3575721,-0.16
"Dec 20, 2016",167.60,167.49,168.25,166.45,2174569,0.55
"Dec 19, 2016",166.68,166.83,167.26,166.00,2955906,-0.03
"Dec 16, 2016",166.73,168.97,169.11,166.06,7120572,-0.77
"Dec 15, 2016",168.02,168.01,169.85,167.78,3388570,-0.29
"Dec 14, 2016",168.51,168.37,169.89,167.45,4124161,0.13
"Dec 13, 2016",168.29,165.68,169.95,165.68,5932271,1.69
"Dec 12, 2016",165.50,166.72,166.79,165.07,3392331,-0.61
"Dec 09, 2016",166.52,165.18,166.72,164.60,3146930,0.70
"Dec 08, 2016",165.36,164.87,166.00,164.22,3266436,0.35
"Dec 07, 2016",164.79,160.60,165.18,160.39,4435050,2.77
"Dec 06, 2016",160.35,160.13,160.79,158.93,2858962,0.32
"Dec 05, 2016",159.84,160.85,161.15,159.59,3447052,-0.11
"Dec 02, 2016",160.02,159.00,160.29,158.41,2740867,0.13
"Dec 01, 2016",159.82,161.95,162.19,158.30,4635665,-1.48
"Nov 30, 2016",162.22,163.35,163.80,162.21,4397817,-0.80
"Nov 29, 2016",163.53,164.00,164.41,163.03,3148196,-0.60
"Nov 28, 2016",164.52,163.20,164.66,162.70,4449355,0.85
"Nov 25, 2016",163.14,161.83,163.19,161.83,1605344,0.72
"Nov 23, 2016",161.98,161.94,162.38,161.36,2256165,-0.42
"Nov 22, 2016",162.67,163.00,163.00,161.95,2770789,-0.06
"Nov 21, 2016",162.77,160.69,163.00,160.37,4637097,1.48
"Nov 18, 2016",160.39,159.80,160.72,159.21,2981633,0.37
"Nov 17, 2016",159.80,159.22,159.93,158.85,2261195,0.32
"Nov 16, 2016",159.29,158.46,159.55,158.03,2252806,0.39
"Nov 15, 2016",158.67,158.42,159.15,157.55,3476996,0.29
"Nov 14, 2016",158.21,161.25,161.86,157.58,5196498,-1.90
"Nov 11, 2016",161.27,159.97,161.34,159.33,4446630,0.66
"Nov 10, 2016",160.22,157.66,161.16,157.59,7715807,3.49
"Nov 09, 2016",154.81,152.96,155.56,151.00,5403688,-0.23
"Nov 08, 2016",155.17,154.56,155.93,153.06,3921944,-0.35
"Nov 07, 2016",155.72,153.99,156.11,153.84,3804943,2.16
"Nov 04, 2016",152.43,152.40,153.64,151.87,2470368,0.04
"Nov 03, 2016",152.37,152.51,153.74,151.80,2878803,0.28
"Nov 02, 2016",151.95,152.48,153.34,151.67,3074438,-0.55
"Nov 01, 2016",152.79,153.50,153.91,151.74,3191924,-0.59
"Oct 31, 2016",153.69,152.76,154.33,152.76,3553172,0.71
"Oct 28, 2016",152.61,154.05,154.44,152.18,3654496,-0.48
"Oct 27, 2016",153.35,152.82,154.06,152.02,4229336,1.01
"Oct 26, 2016",151.81,150.71,152.94,150.25,2811728,0.62
"Oct 25, 2016",150.88,150.69,151.16,149.83,2647487,0.21
"Oct 24, 2016",150.57,150.40,151.52,150.40,2666740,0.63
"Oct 21, 2016",149.63,150.58,151.15,149.56,4414206,-1.25
"Oct 20, 2016",151.52,151.28,152.90,151.02,4023103,0.17
"Oct 19, 2016",151.26,151.27,152.45,150.83,4632854,0.36
"Oct 18, 2016",150.72,150.02,151.00,147.79,12770570,-2.62
"Oct 17, 2016",154.77,154.45,155.89,154.34,5890421,0.21
"Oct 14, 2016",154.45,154.47,155.53,154.09,4358197,0.47
"Oct 13, 2016",153.72,153.70,154.22,152.27,2909948,-0.37
"Oct 12, 2016",154.29,154.97,154.97,153.08,2963968,-0.32
"Oct 11, 2016",154.79,156.73,156.95,153.89,2901326,-1.42
"Oct 10, 2016",157.02,156.71,158.49,156.66,2481288,0.87
"Oct 07, 2016",155.67,157.14,157.70,154.86,2671852,-0.77
"Oct 06, 2016",156.88,156.84,157.43,155.89,1950106,-0.13
"Oct 05, 2016",157.08,157.07,157.83,156.72,1684458,0.40
"Oct 04, 2016",156.46,157.67,158.53,155.82,2884146,-0.73
"Oct 03, 2016",157.61,158.06,158.37,157.02,2227800,-0.78
"Sep 30, 2016",158.85,158.90,159.84,158.06,3596878,0.47
"Sep 29, 2016",158.11,158.63,165.00,157.46,3374838,-0.11
"Sep 28, 2016",158.29,156.99,158.62,156.23,3310008,0.97
"Sep 27, 2016",156.77,154.32,156.77,153.81,2987195,1.81
"Sep 26, 2016",153.98,154.46,154.46,153.46,2533325,-0.65
"Sep 23, 2016",154.98,155.62,156.04,154.71,2702153,-0.72
"Sep 22, 2016",156.11,156.15,157.22,155.69,2691115,0.37
"Sep 21, 2016",155.53,154.91,155.68,153.87,2473895,0.70
"Sep 20, 2016",154.45,155.87,156.57,154.45,2159092,-0.27
"Sep 19, 2016",154.87,154.87,156.19,154.55,2450117,0.67
"Sep 16, 2016",153.84,155.04,155.40,153.47,6463644,-1.17
"Sep 15, 2016",155.66,154.30,156.33,153.21,3662573,1.05
"Sep 14, 2016",154.05,155.70,155.87,153.39,3860553,-1.13
"Sep 13, 2016",155.81,157.63,157.93,155.50,3636719,-1.57
"Sep 12, 2016",158.29,155.26,158.53,154.84,4367529,1.67
"Sep 09, 2016",155.69,158.03,158.40,155.65,5185972,-2.08
"Sep 08, 2016",159.00,160.55,161.21,158.76,3963164,-1.63
"Sep 07, 2016",161.64,160.19,161.76,160.00,2867257,0.80
"Sep 06, 2016",160.35,159.88,160.86,159.11,2994056,0.50
"Sep 02, 2016",159.55,159.88,160.57,159.15,2315366,0.01
"Sep 01, 2016",159.54,158.32,159.62,158.10,2358385,0.42
"Aug 31, 2016",158.88,159.66,159.66,158.26,2323649,-0.33
"Aug 30, 2016",159.40,159.76,160.15,158.81,1813343,-0.20
"Aug 29, 2016",159.72,158.83,160.21,158.50,2475879,0.88
"Aug 26, 2016",158.32,158.88,160.44,157.85,2498909,-0.20
"Aug 25, 2016",158.63,159.00,159.54,158.42,2575023,-0.26
"Aug 24, 2016",159.05,159.89,160.18,158.32,3645837,-0.76
"Aug 23, 2016",160.26,160.33,161.34,160.23,2838137,0.16
"Aug 22, 2016",160.00,160.00,160.57,159.13,2039331,-0.02
"Aug 19, 2016",160.04,160.84,160.91,159.52,2815184,-0.82
"Aug 18, 2016",161.36,160.89,162.00,160.44,3652013,0.57
"Aug 17, 2016",160.44,160.97,161.16,159.84,3225919,-0.16
"Aug 16, 2016",160.70,161.11,161.93,160.69,2210229,-0.73
"Aug 15, 2016",161.88,162.40,162.97,161.78,2970415,-0.04
"Aug 12, 2016",161.95,163.19,163.46,161.52,2543079,-0.97
"Aug 11, 2016",163.53,162.25,164.95,162.18,8768585,0.89
"Aug 10, 2016",162.08,162.19,162.66,161.96,2466675,0.19
"Aug 09, 2016",161.77,162.22,162.77,161.65,2737530,-0.17
"Aug 08, 2016",162.04,162.73,163.27,161.58,3039306,-0.89
"Aug 05, 2016",163.50,162.00,163.51,161.57,3812370,1.21
"Aug 04, 2016",161.55,160.86,161.70,160.12,2489068,0.55
"Aug 03, 2016",160.67,160.13,160.86,159.80,2861659,0.06
"Aug 02, 2016",160.58,161.27,161.45,160.36,3080899,-0.54
"Aug 01, 2016",161.45,160.65,161.65,159.84,2823588,0.52
"Jul 29, 2016",160.62,161.36,161.67,160.03,3547546,-0.46
"Jul 28, 2016",161.37,161.38,161.81,160.71,2340369,-0.28
"Jul 27, 2016",161.83,162.12,162.57,161.18,2162680,-0.18
"Jul 26, 2016",162.12,162.65,163.60,161.37,2894559,-0.33
"Jul 25, 2016",162.65,162.00,162.88,161.75,2804578,0.36
"Jul 22, 2016",162.07,160.78,162.17,160.48,2520077,1.01
"Jul 21, 2016",160.45,160.75,161.85,159.89,4048975,-0.56
"Jul 20, 2016",161.36,159.97,161.71,159.60,4376286,1.12
"Jul 19, 2016",159.58,161.78,162.14,157.89,7120017,-0.18
"Jul 18, 2016",159.86,159.30,160.75,158.73,6729685,0.05
"Jul 15, 2016",159.78,159.90,159.98,158.50,4476810,-0.31
"Jul 14, 2016",160.28,158.81,161.40,158.58,4637644,1.43
"Jul 13, 2016",158.02,157.75,158.34,157.06,2746439,0.62
"Jul 12, 2016",157.04,156.00,157.12,155.52,3843793,1.10
"Jul 11, 2016",155.33,154.60,156.04,154.50,2833712,0.56
"Jul 08, 2016",154.46,154.00,154.60,153.08,3040593,1.22
"Jul 07, 2016",152.60,152.75,153.69,151.89,2138421,0.15
"Jul 06, 2016",152.37,151.85,152.41,149.92,2569393,0.45
"Jul 05, 2016",151.68,151.19,152.00,150.76,2465240,-0.44
"Jul 01, 2016",152.35,152.19,152.97,151.40,2658280,0.38
"Jun 30, 2016",151.78,148.86,151.91,148.67,3967126,2.24
"Jun 29, 2016",148.46,146.50,148.48,146.45,3367736,1.89
"Jun 28, 2016",145.70,144.78,145.73,144.22,3997694,1.53
"Jun 27, 2016",143.50,146.18,146.60,142.50,5166665,-2.11
"Jun 24, 2016",146.59,149.97,150.61,146.18,9082793,-5.64
"Jun 23, 2016",155.35,153.45,155.48,152.60,3969369,1.59
"Jun 22, 2016",152.92,153.75,154.71,152.27,2833664,-0.73
"Jun 21, 2016",154.05,154.16,154.57,153.69,2760344,0.29
"Jun 20, 2016",153.61,152.60,154.67,152.52,3572102,1.07
"Jun 17, 2016",151.99,150.96,152.72,150.60,4663870,0.62
"Jun 16, 2016",151.06,150.19,151.29,149.00,2449064,0.25
"Jun 15, 2016",150.68,151.46,151.79,150.60,2260406,-0.25
"Jun 14, 2016",151.06,151.28,151.79,150.40,2865833,-0.15
"Jun 13, 2016",151.28,151.63,152.50,150.28,3610407,-0.72
"Jun 10, 2016",152.37,152.79,153.33,151.86,3120563,-0.68
"Jun 09, 2016",153.42,152.92,153.76,152.73,2021796,-0.38
"Jun 08, 2016",154.00,153.53,154.09,153.04,2935036,0.44
"Jun 07, 2016",153.33,153.31,153.93,152.66,4464985,0.39
"Jun 06, 2016",152.73,153.09,153.95,152.34,2378662,-0.10
"Jun 03, 2016",152.89,152.40,153.04,151.70,2328256,-0.40
"Jun 02, 2016",153.50,152.59,153.50,152.12,2642601,0.65
"Jun 01, 2016",152.51,153.00,153.27,151.54,2663419,-0.80
"May 31, 2016",153.74,152.56,153.81,152.27,5836645,0.59
"May 27, 2016",152.84,152.35,152.93,152.15,2457112,0.26
"May 26, 2016",152.44,151.55,152.51,151.05,3062943,0.49
"May 25, 2016",151.69,148.93,152.09,148.50,4358039,2.28
"May 24, 2016",148.31,146.88,148.75,146.88,2929257,1.05
"May 23, 2016",146.77,147.61,147.95,146.66,2103786,-0.33
"May 20, 2016",147.25,145.71,147.51,145.55,3671462,1.60
"May 19, 2016",144.93,146.48,146.93,143.96,3685595,-1.64
"May 18, 2016",147.34,147.99,148.52,146.36,2491086,-0.45
"May 17, 2016",148.00,149.21,149.50,147.29,3490574,-0.98
"May 16, 2016",149.46,147.65,149.99,147.44,3069126,1.18
"May 13, 2016",147.72,148.79,149.86,147.42,2398002,-0.75
"May 12, 2016",148.84,149.21,149.39,147.11,3249232,-0.07
"May 11, 2016",148.95,149.71,151.09,148.74,3093008,-0.68
"May 10, 2016",149.97,148.24,150.04,147.74,3992651,1.78
"May 09, 2016",147.34,147.70,148.20,147.01,4302433,0.03
"May 06, 2016",147.29,144.86,147.97,144.47,4895811,0.56
"May 05, 2016",146.47,145.95,147.30,145.45,6501228,1.54
"May 04, 2016",144.25,143.36,145.00,143.31,2577086,0.08
"May 03, 2016",144.13,144.65,144.90,142.90,3584261,-0.78
"May 02, 2016",145.27,146.56,147.00,144.43,3502443,-0.46
"Apr 29, 2016",145.94,146.49,147.34,144.19,4225790,-0.77
"Apr 28, 2016",147.07,149.75,150.18,146.72,3791509,-2.26
"Apr 27, 2016",150.47,149.35,150.78,148.97,3111190,0.93
"Apr 26, 2016",149.08,148.65,149.79,147.90,2979800,0.18
"Apr 25, 2016",148.81,148.16,148.90,147.11,2848935,0.21
"Apr 22, 2016",148.50,149.44,151.00,147.50,5191902,-0.54
"Apr 21, 2016",149.30,146.58,150.12,146.46,6017675,2.18
"Apr 20, 2016",146.11,144.24,147.20,144.00,6754264,1.47
"Apr 19, 2016",144.00,146.47,146.95,142.61,13190162,-5.59
"Apr 18, 2016",152.53,151.75,153.14,151.49,6581705,0.53
"Apr 15, 2016",151.72,151.04,152.10,150.96,3657576,0.37
"Apr 14, 2016",151.16,151.50,152.76,150.38,3176500,-0.05
"Apr 13, 2016",151.23,150.75,151.23,149.63,3168392,1.07
"Apr 12, 2016",149.63,149.61,150.11,148.58,3595750,0.25
"Apr 11, 2016",149.25,150.26,151.95,149.22,3846128,-0.07
"Apr 08, 2016",149.35,149.06,149.99,148.12,3293822,0.74
"Apr 07, 2016",148.25,149.07,149.60,148.00,3662968,-1.18
"Apr 06, 2016",150.02,149.90,150.15,147.81,4194606,0.01
"Apr 05, 2016",150.00,151.43,151.60,149.65,3337012,-1.36
"Apr 04, 2016",152.07,152.34,153.52,151.91,3931222,-0.30
"Apr 01, 2016",152.52,150.51,152.96,150.25,3925531,0.71
"Mar 31, 2016",151.45,149.79,153.10,149.36,6780567,2.05
"Mar 30, 2016",148.41,149.95,150.41,148.32,3331216,-0.62
"Mar 29, 2016",149.33,147.59,149.76,147.50,3138545,0.63
"Mar 28, 2016",148.40,147.75,148.65,147.23,3265084,0.30
"Mar 24, 2016",147.95,144.98,148.22,144.49,5044535,1.75
"Mar 23, 2016",145.40,148.00,148.03,145.13,4764221,-1.82
"Mar 22, 2016",148.10,148.06,149.28,147.84,4081925,-0.36
"Mar 21, 2016",148.63,147.30,148.71,146.72,3721648,1.05
"Mar 18, 2016",147.09,147.40,147.51,145.51,12089716,0.03
"Mar 17, 2016",147.04,144.78,147.32,144.45,5821643,1.55
"Mar 16, 2016",144.79,142.62,144.88,142.11,4221939,1.28
"Mar 15, 2016",142.96,141.74,143.33,141.54,3707538,0.13
"Mar 14, 2016",142.78,142.01,143.19,141.04,4048842,0.30
"Mar 11, 2016",142.36,141.73,142.92,140.51,4421948,1.55
"Mar 10, 2016",140.19,141.24,141.47,138.09,4020554,-0.16
"Mar 09, 2016",140.41,139.31,142.17,139.23,4406481,0.96
"Mar 08, 2016",139.07,139.71,140.35,137.42,5579131,-0.77
"Mar 07, 2016",140.15,137.28,140.51,136.87,5170975,1.71
"Mar 04, 2016",137.80,137.53,139.42,137.02,3968423,0.00
"Mar 03, 2016",137.80,137.22,137.96,136.07,5156429,1.10
"Mar 02, 2016",136.30,133.70,137.44,133.22,5217230,1.44
"Mar 01, 2016",134.37,132.24,134.64,132.03,3788514,2.55
"Feb 29, 2016",131.03,132.00,133.36,130.90,4427994,-0.76
"Feb 26, 2016",132.03,134.51,134.92,131.95,4386249,-1.84
"Feb 25, 2016",134.50,133.29,134.51,130.88,4358305,1.28
"Feb 24, 2016",132.80,131.55,133.49,129.68,4122624,0.30
"Feb 23, 2016",132.40,133.14,133.41,132.01,3439731,-1.02
"Feb 22, 2016",133.77,133.84,134.31,132.41,4457444,0.52
"Feb 19, 2016",133.08,132.36,133.65,130.84,5125276,0.48
"Feb 18, 2016",132.45,130.00,134.00,129.75,9951644,5.04
"Feb 17, 2016",126.10,123.71,126.57,123.25,4820982,2.74
"Feb 16, 2016",122.74,121.83,123.09,121.34,4061382,1.40
"Feb 12, 2016",121.04,119.26,121.05,118.35,4936514,2.71
"Feb 11, 2016",117.85,118.78,119.66,116.90,7307632,-1.95
"Feb 10, 2016",120.19,125.00,125.29,119.84,6469133,-3.13
"Feb 09, 2016",124.07,126.12,126.93,123.77,5957204,-2.29
"Feb 08, 2016",126.98,126.00,127.51,124.13,7364043,-1.24
"Feb 05, 2016",128.57,127.22,128.64,125.85,7177706,0.72
"Feb 04, 2016",127.65,125.08,128.50,125.00,5266450,2.35
"Feb 03, 2016",124.72,123.99,125.45,122.29,6223534,1.45
"Feb 02, 2016",122.94,123.67,124.14,122.64,3287318,-1.51
"Feb 01, 2016",124.83,124.40,125.29,123.71,3574884,0.03
"Jan 29, 2016",124.79,123.28,124.79,122.96,8248087,2.10
"Jan 28, 2016",122.22,121.26,122.83,121.01,3942537,1.04
"Jan 27, 2016",120.96,122.73,123.37,120.65,5026367,-1.33
"Jan 26, 2016",122.59,122.25,123.61,122.24,4617777,0.42
"Jan 25, 2016",122.08,122.10,124.23,121.64,5445956,-0.34
"Jan 22, 2016",122.50,124.67,124.74,121.77,9238362,-0.33
"Jan 21, 2016",122.91,121.30,125.10,120.58,8851641,0.86
"Jan 20, 2016",121.86,118.46,123.99,118.00,16157796,-4.88
"Jan 19, 2016",128.11,130.11,132.10,128.06,9979587,-1.48
"Jan 15, 2016",130.03,130.01,130.88,128.87,9008460,-2.17
"Jan 14, 2016",132.91,131.93,133.79,131.22,5709615,1.33
"Jan 13, 2016",131.17,133.50,134.28,131.10,4700115,-1.30
"Jan 12, 2016",132.90,133.65,133.78,131.13,5078678,-0.25
"Jan 11, 2016",133.23,131.81,133.82,131.76,4974436,1.22
"Jan 08, 2016",131.63,133.18,133.82,131.32,4762706,-0.93
"Jan 07, 2016",132.86,133.70,135.02,132.43,7025760,-1.71
"Jan 06, 2016",135.17,134.38,135.58,133.62,4310939,-0.50
"Jan 05, 2016",135.85,136.76,136.89,134.85,3924793,-0.07
"Jan 04, 2016",135.95,135.60,135.97,134.24,5229381,-1.21
"Dec 31, 2015",137.62,139.07,139.10,137.57,3462077,-1.23
"Dec 30, 2015",139.34,139.58,140.44,139.22,2989367,-0.31
"Dec 29, 2015",139.78,138.25,140.06,138.20,3943691,1.58
"Dec 28, 2015",137.61,137.74,138.04,136.54,3143412,-0.46
"Dec 24, 2015",138.25,138.43,138.88,138.11,1495226,-0.21
"Dec 23, 2015",138.54,138.30,139.31,138.11,5164916,0.44
"Dec 22, 2015",137.93,135.88,138.19,135.65,4263828,1.79
